cb_person_default_on_file,person_home_ownership,person_income
N,RENT,28800
N,RENT,29120
N,MORTGAGE,53000
Y,RENT,30500
N,RENT,37000
N,MORTGAGE,53000
N,MORTGAGE,53000
N,MORTGAGE,53000
N,RENT,31500
N,RENT,38112
N,MORTGAGE,53000
Y,RENT,41196
N,RENT,45000
N,MORTGAGE,53000
Y,RENT,46000
N,RENT,46852
N,MORTGAGE,53000
N,RENT,53000
N,MORTGAGE,53000
N,MORTGAGE,53004
N,MORTGAGE,53004
N,MORTGAGE,53004
N,RENT,54000
N,MORTGAGE,53004
N,MORTGAGE,53004
N,OWN,53004
N,RENT,48000
N,MORTGAGE,53004
N,RENT,55000
N,RENT,55000
N,RENT,60000
N,RENT,65700
N,OWN,53100
N,RENT,68004
N,MORTGAGE,53124
N,MORTGAGE,47148
N,MORTGAGE,53155
N,MORTGAGE,53160
N,MORTGAGE,53184
N,RENT,70000
N,RENT,77182
N,RENT,96050
N,RENT,25000
N,RENT,53000
N,RENT,80000
Y,MORTGAGE,47360
N,RENT,29361
N,OWN,53400
Y,RENT,31000
N,OWN,53481
N,RENT,70000
N,MORTGAGE,53500
N,RENT,20000
Y,RENT,24000
N,RENT,24000
N,RENT,25000
N,RENT,26400
N,RENT,28000
Y,RENT,29000
N,RENT,29120
N,RENT,30000
N,MORTGAGE,53595
N,RENT,30000
Y,RENT,30000
N,RENT,30000
N,MORTGAGE,53664
Y,MORTGAGE,53684
N,RENT,30000
N,MORTGAGE,53724
N,MORTGAGE,53742
N,RENT,30500
N,RENT,31200
N,MORTGAGE,53800
N,MORTGAGE,47800
N,MORTGAGE,53808
N,RENT,31224
N,MORTGAGE,53832
N,MORTGAGE,53851
N,MORTGAGE,53876
N,MORTGAGE,53913
N,OWN,53947
N,MORTGAGE,53976
N,RENT,31836
N,MORTGAGE,54000
N,RENT,32000
N,RENT,33000
Y,RENT,34200
N,MORTGAGE,54000
N,RENT,35000
Y,RENT,29000
N,MORTGAGE,54000
N,RENT,35000
N,MORTGAGE,54000
N,MORTGAGE,54000
N,RENT,36000
N,RENT,37000
N,MORTGAGE,54000
N,RENT,37850
N,MORTGAGE,54000
Y,OWN,54000
N,MORTGAGE,54000
N,MORTGAGE,54000
N,RENT,38000
N,RENT,39500
N,RENT,41508
N,OWN,54000
N,RENT,38000
N,MORTGAGE,54000
N,RENT,46000
N,RENT,46300
N,MORTGAGE,54000
N,MORTGAGE,54000
N,MORTGAGE,48000
N,MORTGAGE,54000
Y,MORTGAGE,48000
N,MORTGAGE,54000
Y,RENT,48000
N,MORTGAGE,54000
N,RENT,50000
N,MORTGAGE,48000
N,RENT,50000
N,MORTGAGE,54000
Y,MORTGAGE,48000
N,RENT,50000
N,MORTGAGE,54000
N,RENT,55000
N,MORTGAGE,54000
N,RENT,49200
N,OWN,54000
Y,MORTGAGE,54000
N,MORTGAGE,54000
N,MORTGAGE,54000
N,RENT,60000
N,MORTGAGE,54000
N,RENT,62502
N,RENT,62758
N,MORTGAGE,54000
N,MORTGAGE,54000
N,MORTGAGE,54000
N,RENT,65000
N,RENT,65000
N,MORTGAGE,54000
N,RENT,70000
N,MORTGAGE,54000
N,MORTGAGE,54000
Y,RENT,71500
N,RENT,72000
N,MORTGAGE,54000
Y,RENT,75000
Y,RENT,69000
N,MORTGAGE,54000
N,MORTGAGE,54000
N,RENT,75000
N,RENT,76800
N,MORTGAGE,54000
N,MORTGAGE,54000
N,RENT,80000
N,OWN,54000
N,MORTGAGE,54000
Y,RENT,93500
N,RENT,110000
N,MORTGAGE,54000
N,RENT,110500
N,RENT,112000
N,MORTGAGE,54000
Y,MORTGAGE,54000
Y,MORTGAGE,48000
N,RENT,77500
N,MORTGAGE,54000
N,MORTGAGE,54000
Y,RENT,74000
N,MORTGAGE,48000
N,RENT,87360
N,MORTGAGE,54000
N,MORTGAGE,54000
N,RENT,124000
N,RENT,24000
N,RENT,37000
N,RENT,73000
N,RENT,42000
N,RENT,47000
N,RENT,57000
N,MORTGAGE,54000
N,RENT,60000
N,RENT,80266
Y,MORTGAGE,54000
N,RENT,28000
Y,RENT,33000
N,RENT,47480
N,RENT,58000
N,OWN,54000
N,MORTGAGE,48000
N,MORTGAGE,54000
N,MORTGAGE,54000
N,MORTGAGE,54000
N,RENT,25000
N,MORTGAGE,54000
N,RENT,34000
N,RENT,78000
N,MORTGAGE,48000
N,MORTGAGE,54000
N,MORTGAGE,54000
Y,RENT,25000
Y,OWN,54000
N,MORTGAGE,54000
Y,RENT,25000
N,RENT,26004
N,OWN,54000
N,MORTGAGE,54000
N,OWN,54000
N,MORTGAGE,54000
Y,RENT,26400
N,MORTGAGE,54000
N,RENT,26400
N,RENT,27000
N,MORTGAGE,54000
N,RENT,27600
N,MORTGAGE,54000
N,MORTGAGE,54000
Y,RENT,27600
N,MORTGAGE,48000
N,MORTGAGE,54000
N,MORTGAGE,54000
N,RENT,27600
N,RENT,28000
Y,MORTGAGE,54000
N,RENT,28038
N,OWN,54000
N,RENT,28500
N,RENT,28608
N,MORTGAGE,54000
N,RENT,28685
N,RENT,28800
N,RENT,28800
N,RENT,30000
N,RENT,30000
N,RENT,30000
N,MORTGAGE,54036
Y,RENT,30000
N,OWN,54080
N,MORTGAGE,54080
N,RENT,30000
N,RENT,30000
N,MORTGAGE,54200
N,RENT,30000
N,RENT,30000
N,MORTGAGE,54252
N,RENT,30000
N,MORTGAGE,54300
N,RENT,30600
Y,RENT,30996
N,RENT,31000
N,RENT,31000
N,RENT,31200
N,RENT,31221
N,RENT,32000
Y,MORTGAGE,54400
N,MORTGAGE,54400
N,MORTGAGE,48442
N,MORTGAGE,54499
N,MORTGAGE,54500
N,RENT,32000
N,RENT,32340
Y,RENT,32400
N,RENT,32769
N,MORTGAGE,54528
N,MORTGAGE,54566
N,OWN,54578
N,RENT,33000
N,RENT,33000
N,RENT,33000
N,MORTGAGE,48600
N,MORTGAGE,54600
N,MORTGAGE,48600
N,RENT,33000
N,RENT,33198
Y,RENT,33600
N,RENT,33996
N,RENT,33996
N,RENT,34482
N,RENT,34800
Y,RENT,34800
N,OWN,54800
N,RENT,35000
N,MORTGAGE,54828
N,RENT,35000
N,OWN,54870
N,MORTGAGE,54900
Y,MORTGAGE,48902
N,RENT,35000
N,RENT,35000
N,MORTGAGE,54960
N,RENT,35000
N,MORTGAGE,54996
N,RENT,35000
N,MORTGAGE,54996
Y,RENT,35000
Y,RENT,29000
N,MORTGAGE,54996
N,RENT,35350
N,MORTGAGE,54996
N,RENT,29654
N,RENT,36000
N,RENT,36000
N,RENT,36000
N,RENT,36000
N,MORTGAGE,54996
N,MORTGAGE,54996
N,OWN,54996
Y,RENT,30000
N,RENT,36000
N,RENT,36120
N,RENT,31000
N,RENT,37000
N,RENT,37000
N,MORTGAGE,54996
N,RENT,37000
N,RENT,37200
N,RENT,37200
Y,MORTGAGE,48996
N,RENT,37200
N,MORTGAGE,54996
N,MORTGAGE,48996
N,RENT,37500
N,RENT,37740
N,MORTGAGE,54996
Y,RENT,32000
N,RENT,38000
N,RENT,38400
N,RENT,38500
Y,RENT,39600
N,RENT,39996
N,OTHER,48996
N,OWN,54996
N,MORTGAGE,54996
N,RENT,39996
N,RENT,40000
N,RENT,40000
N,RENT,40000
N,RENT,40000
N,RENT,40000
N,RENT,40000
N,RENT,40000
N,MORTGAGE,55000
N,RENT,40000
N,RENT,34000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,40000
Y,RENT,40000
Y,RENT,40040
Y,RENT,34320
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,40800
N,RENT,41000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,MORTGAGE,55000
Y,RENT,35000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,41000
N,MORTGAGE,55000
Y,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,42000
N,MORTGAGE,55000
N,RENT,42000
N,MORTGAGE,55000
N,RENT,42000
N,MORTGAGE,55000
N,RENT,42000
N,MORTGAGE,55000
Y,MORTGAGE,55000
Y,RENT,36000
N,MORTGAGE,55000
N,RENT,42000
Y,RENT,36000
N,RENT,42000
N,MORTGAGE,55000
N,RENT,42000
N,MORTGAGE,55000
N,RENT,36614
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,43000
N,RENT,43000
N,MORTGAGE,49000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,43000
N,MORTGAGE,55000
N,RENT,37200
N,OWN,55000
N,OWN,55000
Y,MORTGAGE,49000
N,MORTGAGE,55000
N,OWN,55000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,44500
N,RENT,45000
N,RENT,39000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,MORTGAGE,49000
N,RENT,39000
N,RENT,45000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,MORTGAGE,49000
N,MORTGAGE,55000
Y,MORTGAGE,55000
N,RENT,45000
N,MORTGAGE,55000
N,RENT,45000
N,MORTGAGE,55000
N,RENT,45000
Y,OWN,55000
N,RENT,39000
N,RENT,45600
N,RENT,46000
N,RENT,46000
N,RENT,46000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,46000
N,RENT,46800
N,MORTGAGE,55000
N,RENT,47000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,47000
Y,OWN,55000
N,MORTGAGE,55000
Y,RENT,47000
N,MORTGAGE,55000
Y,MORTGAGE,55000
Y,RENT,41500
N,RENT,48000
N,RENT,48000
N,RENT,48000
N,RENT,48000
N,MORTGAGE,55000
N,RENT,48226
N,RENT,49500
Y,RENT,50000
N,MORTGAGE,55000
N,RENT,50000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,50000
N,MORTGAGE,55000
N,RENT,50000
N,RENT,50000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,OWN,55000
N,RENT,50000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,50000
N,RENT,50000
N,MORTGAGE,55000
N,MORTGAGE,49000
N,RENT,44004
N,RENT,50026
N,MORTGAGE,55000
N,RENT,51000
Y,RENT,45000
N,RENT,51000
N,RENT,52000
N,MORTGAGE,55000
N,RENT,52000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,52000
N,RENT,52000
N,MORTGAGE,55000
N,RENT,52000
N,OWN,55000
N,RENT,52000
N,OWN,55000
N,RENT,52800
N,MORTGAGE,55000
N,MORTGAGE,49000
N,OWN,55000
N,RENT,54000
N,MORTGAGE,55000
Y,RENT,54000
N,MORTGAGE,55000
N,RENT,54008
N,RENT,49000
N,MORTGAGE,55000
N,OWN,55000
N,OWN,55000
N,MORTGAGE,55000
N,RENT,85000
N,MORTGAGE,49000
N,RENT,89000
N,MORTGAGE,55000
N,RENT,89000
Y,MORTGAGE,55000
N,RENT,90000
Y,RENT,90000
N,RENT,50000
Y,MORTGAGE,55000
N,RENT,61200
Y,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,85000
N,RENT,14400
N,MORTGAGE,55000
N,RENT,20800
N,MORTGAGE,55000
N,RENT,21600
N,RENT,22000
N,RENT,23000
N,MORTGAGE,55000
N,RENT,25000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,25200
N,OWN,55000
N,RENT,27600
N,RENT,27600
N,MORTGAGE,49000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,30000
N,RENT,30000
N,MORTGAGE,55000
N,RENT,31700
N,RENT,31944
N,RENT,32000
N,RENT,32004
Y,MORTGAGE,55000
N,RENT,32496
Y,OWN,55000
N,OWN,55000
N,RENT,34000
N,MORTGAGE,49000
N,RENT,34099
N,RENT,35000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,MORTGAGE,55000
Y,OWN,55000
N,OWN,55000
N,RENT,35000
N,RENT,35004
N,RENT,35004
N,RENT,31000
N,MORTGAGE,55000
Y,RENT,37000
N,RENT,37200
N,RENT,37245
N,RENT,38000
N,MORTGAGE,49000
N,RENT,38400
Y,RENT,38896
Y,RENT,40000
N,RENT,40000
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,40000
N,MORTGAGE,55000
N,RENT,41000
N,OWN,55000
N,RENT,42000
N,OWN,55000
N,RENT,42996
N,MORTGAGE,55000
Y,RENT,43200
N,MORTGAGE,55000
N,MORTGAGE,55000
N,RENT,45000
N,RENT,45000
N,RENT,39000
Y,RENT,46000
N,RENT,48000
Y,RENT,48000
N,RENT,48000
Y,MORTGAGE,55000
N,RENT,48000
N,RENT,48000
N,MORTGAGE,49000
N,RENT,48000
Y,MORTGAGE,55000
N,MORTGAGE,55000
Y,RENT,49920
N,OTHER,55000
N,RENT,50000
N,RENT,50000
Y,MORTGAGE,49000
N,RENT,50000
N,RENT,50000
Y,RENT,50004
Y,MORTGAGE,55000
Y,OTHER,49000
N,MORTGAGE,55000
N,RENT,52000
N,MORTGAGE,55000
N,RENT,54600
Y,MORTGAGE,55004
Y,RENT,54990
Y,OWN,55008
N,RENT,54996
N,RENT,54996
N,RENT,55000
N,RENT,49700
Y,RENT,50000
N,RENT,51000
N,RENT,59000
N,MORTGAGE,55152
N,RENT,60000
N,MORTGAGE,55200
N,RENT,60000
Y,RENT,60000
Y,RENT,60000
Y,MORTGAGE,49200
N,RENT,60000
N,MORTGAGE,55200
N,RENT,60036
N,MORTGAGE,49200
Y,RENT,60675
N,RENT,61490
N,MORTGAGE,55200
N,MORTGAGE,55200
N,RENT,63000
N,RENT,64000
N,OWN,55316
N,RENT,67500
N,MORTGAGE,55400
N,RENT,62000
N,RENT,68400
Y,MORTGAGE,49493
N,RENT,71604
N,RENT,75000
N,MORTGAGE,55500
N,MORTGAGE,55530
N,MORTGAGE,55530
Y,MORTGAGE,49530
N,RENT,76668
N,RENT,80000
N,RENT,80500
N,RENT,84000
Y,MORTGAGE,55600
N,MORTGAGE,55605
N,MORTGAGE,49635
N,MORTGAGE,55680
N,RENT,73000
N,RENT,88500
Y,MORTGAGE,55800
N,MORTGAGE,55800
N,MORTGAGE,55800
N,MORTGAGE,55812
N,RENT,90000
N,MORTGAGE,55900
N,MORTGAGE,49963
N,MORTGAGE,49980
N,MORTGAGE,56000
N,RENT,93000
N,RENT,105000
Y,MORTGAGE,56000
Y,MORTGAGE,56000
N,RENT,111000
N,MORTGAGE,56000
N,MORTGAGE,56000
N,MORTGAGE,56000
N,RENT,135000
N,RENT,149000
N,RENT,62467
N,MORTGAGE,56000
N,RENT,80000
N,OWN,56000
N,RENT,26729
Y,MORTGAGE,56000
N,MORTGAGE,56000
Y,MORTGAGE,56000
N,MORTGAGE,50000
N,MORTGAGE,56000
N,RENT,37086
N,RENT,38000
N,MORTGAGE,56000
N,RENT,41400
N,MORTGAGE,56000
N,RENT,45999
N,MORTGAGE,50000
N,MORTGAGE,56000
N,MORTGAGE,56000
N,RENT,50000
N,MORTGAGE,56000
N,MORTGAGE,56000
N,RENT,53600
N,RENT,96000
N,MORTGAGE,56000
N,MORTGAGE,56000
N,RENT,42000
N,RENT,12480
Y,RENT,32500
N,RENT,33000
N,OWN,56000
N,RENT,42000
N,RENT,42000
Y,RENT,43995
N,MORTGAGE,56000
N,RENT,57996
N,RENT,62000
N,MORTGAGE,56000
Y,RENT,72000
N,MORTGAGE,56000
N,RENT,34359
N,RENT,12720
N,MORTGAGE,56000
N,OWN,56000
N,MORTGAGE,56000
N,RENT,20796
N,MORTGAGE,56000
N,MORTGAGE,56000
N,RENT,21000
N,OWN,56000
N,RENT,21360
N,RENT,21500
N,RENT,22596
N,RENT,23196
Y,RENT,24996
N,MORTGAGE,56000
N,RENT,25000
N,MORTGAGE,56000
N,RENT,25200
N,RENT,26000
N,MORTGAGE,56000
N,MORTGAGE,56000
N,RENT,26400
N,RENT,27600
Y,RENT,28128
N,RENT,30000
N,RENT,30000
N,RENT,30000
N,MORTGAGE,56000
N,MORTGAGE,56000
N,RENT,30000
N,RENT,30000
Y,RENT,30000
Y,MORTGAGE,56000
N,RENT,30028
N,RENT,31200
N,RENT,31875
Y,RENT,32000
N,RENT,33000
N,RENT,34000
N,MORTGAGE,56004
N,MORTGAGE,56004
N,MORTGAGE,56004
N,OWN,56004
N,MORTGAGE,56004
N,RENT,34404
Y,MORTGAGE,56004
N,MORTGAGE,56004
N,OWN,56004
N,RENT,34780
N,RENT,35000
Y,RENT,29004
N,MORTGAGE,50160
N,MORTGAGE,56160
N,RENT,36000
N,RENT,36000
N,RENT,30320
N,MORTGAGE,56368
N,RENT,36750
N,MORTGAGE,50400
N,MORTGAGE,56400
N,OWN,56400
N,MORTGAGE,56400
N,RENT,37676
N,RENT,38000
N,RENT,38000
N,RENT,38400
N,RENT,32400
N,MORTGAGE,56500
Y,RENT,39975
N,RENT,39996
N,RENT,40000
N,MORTGAGE,56532
N,MORTGAGE,56533
N,OWN,56600
N,RENT,40000
N,MORTGAGE,56650
N,MORTGAGE,56655
N,MORTGAGE,56700
N,MORTGAGE,56700
N,RENT,40000
Y,MORTGAGE,56810
Y,RENT,34000
N,MORTGAGE,56900
N,MORTGAGE,56900
N,MORTGAGE,56902
N,OWN,56996
N,RENT,40906
N,RENT,42000
N,OWN,57000
N,MORTGAGE,57000
N,MORTGAGE,57000
N,RENT,42000
Y,RENT,36000
N,MORTGAGE,57000
N,RENT,42500
Y,RENT,37260
N,MORTGAGE,57000
N,RENT,44000
N,MORTGAGE,57000
Y,MORTGAGE,51000
Y,MORTGAGE,57000
Y,RENT,39000
Y,MORTGAGE,57000
N,MORTGAGE,57000
Y,MORTGAGE,57000
N,MORTGAGE,57000
Y,RENT,45000
Y,RENT,39000
N,MORTGAGE,57000
Y,MORTGAGE,57000
N,MORTGAGE,57000
N,RENT,45450
N,RENT,45600
N,MORTGAGE,57000
N,RENT,46800
N,RENT,47500
N,MORTGAGE,57000
N,OWN,57000
N,RENT,48000
N,RENT,42000
N,RENT,48000
Y,MORTGAGE,57000
N,MORTGAGE,57000
N,MORTGAGE,57000
N,MORTGAGE,57000
N,RENT,48659
N,MORTGAGE,57000
N,RENT,49000
Y,MORTGAGE,57000
N,RENT,43000
N,RENT,44000
N,RENT,50000
Y,MORTGAGE,57000
N,RENT,44000
N,RENT,50000
N,RENT,44000
N,RENT,44000
N,MORTGAGE,51000
N,RENT,50000
N,MORTGAGE,57000
N,OWN,57000
N,RENT,50000
N,MORTGAGE,51000
N,MORTGAGE,57000
N,RENT,44400
N,MORTGAGE,57000
N,RENT,50663
Y,MORTGAGE,51000
N,RENT,51000
N,MORTGAGE,57000
N,RENT,51000
N,RENT,52000
N,RENT,53000
N,RENT,55000
N,MORTGAGE,51000
N,RENT,55000
N,MORTGAGE,57000
N,OWN,57000
N,RENT,55000
N,MORTGAGE,57000
N,OWN,57000
N,RENT,55000
N,OWN,57000
N,MORTGAGE,57000
N,MORTGAGE,57000
N,MORTGAGE,57006
N,RENT,57000
N,RENT,57600
Y,OWN,57068
Y,RENT,52000
N,MORTGAGE,57120
N,MORTGAGE,57188
N,MORTGAGE,57192
N,RENT,59000
N,RENT,53000
N,MORTGAGE,57200
N,MORTGAGE,57200
N,MORTGAGE,57200
N,MORTGAGE,57200
Y,RENT,60000
Y,MORTGAGE,57204
N,RENT,60000
N,RENT,60000
N,MORTGAGE,57400
N,MORTGAGE,57400
N,MORTGAGE,57431
N,RENT,60000
N,RENT,60000
N,MORTGAGE,57468
N,RENT,60000
N,MORTGAGE,57500
Y,RENT,60000
N,RENT,61000
N,RENT,64000
Y,MORTGAGE,57500
N,MORTGAGE,57500
N,OTHER,51500
N,RENT,66000
N,RENT,67000
N,MORTGAGE,57504
N,MORTGAGE,57504
N,MORTGAGE,57550
N,MORTGAGE,57564
N,RENT,67500
N,RENT,68000
N,RENT,68000
N,MORTGAGE,57600
N,MORTGAGE,57600
N,MORTGAGE,57600
N,OWN,57600
N,OWN,57600
N,MORTGAGE,51600
N,MORTGAGE,57600
N,RENT,62844
N,MORTGAGE,57600
N,MORTGAGE,57600
N,RENT,69996
N,RENT,64000
N,MORTGAGE,57600
Y,MORTGAGE,57600
N,MORTGAGE,57600
N,MORTGAGE,57600
N,RENT,72000
N,MORTGAGE,57600
N,RENT,72000
Y,RENT,75000
N,RENT,75000
N,MORTGAGE,57600
N,MORTGAGE,57600
N,RENT,58650
N,RENT,79992
N,MORTGAGE,57600
N,MORTGAGE,57664
Y,RENT,74004
N,MORTGAGE,57700
N,MORTGAGE,57700
N,MORTGAGE,57700
Y,RENT,76500
N,MORTGAGE,57738
N,MORTGAGE,57744
N,RENT,87000
Y,RENT,90000
N,RENT,66300
N,RENT,90000
N,MORTGAGE,57850
N,MORTGAGE,57860
N,MORTGAGE,57900
N,RENT,79500
N,MORTGAGE,57996
N,RENT,100300
N,MORTGAGE,57996
Y,RENT,115275
Y,RENT,116600
N,RENT,116700
N,MORTGAGE,57996
Y,RENT,108000
N,MORTGAGE,57996
N,RENT,125000
N,MORTGAGE,51996
N,MORTGAGE,57996
N,RENT,230000
N,MORTGAGE,58000
N,RENT,50000
N,RENT,20400
N,MORTGAGE,58000
N,MORTGAGE,58000
N,MORTGAGE,58000
N,RENT,70000
N,RENT,56950
N,MORTGAGE,58000
N,RENT,54000
N,OWN,58000
N,MORTGAGE,58000
N,MORTGAGE,52000
N,RENT,41412
N,RENT,39000
N,RENT,49000
N,RENT,60000
N,RENT,67000
N,MORTGAGE,58000
N,RENT,61680
N,MORTGAGE,58000
N,MORTGAGE,58000
N,MORTGAGE,58000
N,MORTGAGE,58000
N,RENT,76554
N,RENT,57000
N,MORTGAGE,58000
Y,RENT,65000
N,RENT,23400
N,MORTGAGE,52000
N,RENT,24000
N,MORTGAGE,58000
N,MORTGAGE,58000
Y,RENT,29772
N,OWN,58000
N,MORTGAGE,58000
N,MORTGAGE,58000
Y,RENT,96408
Y,RENT,19680
Y,RENT,23000
N,RENT,24000
Y,MORTGAGE,58000
N,RENT,24000
Y,OWN,58000
Y,RENT,26000
Y,MORTGAGE,58000
Y,RENT,26000
N,OWN,58000
N,MORTGAGE,58000
N,MORTGAGE,58000
N,RENT,29760
Y,RENT,30000
N,RENT,33000
Y,RENT,29000
N,MORTGAGE,58000
N,MORTGAGE,58000
Y,MORTGAGE,52000
N,MORTGAGE,52000
N,RENT,48000
N,RENT,49000
N,RENT,100000
N,MORTGAGE,58000
N,RENT,33000
N,MORTGAGE,58000
N,RENT,33000
N,RENT,33600
N,MORTGAGE,58000
N,OWN,58000
N,RENT,34000
N,RENT,36000
N,OTHER,58000
Y,OTHER,58000
N,RENT,38000
Y,MORTGAGE,58000
N,RENT,40000
Y,MORTGAGE,58000
N,MORTGAGE,58000
Y,MORTGAGE,52000
N,RENT,43000
N,MORTGAGE,58000
N,RENT,43000
N,RENT,43955
N,RENT,45000
N,RENT,45000
N,RENT,54000
N,MORTGAGE,58125
N,RENT,49000
N,RENT,59000
N,RENT,60000
N,MORTGAGE,58200
N,MORTGAGE,58200
Y,RENT,59004
N,RENT,78000
N,RENT,80000
N,RENT,85757
N,RENT,100000
N,RENT,26000
N,RENT,32000
N,MORTGAGE,58500
N,MORTGAGE,58560
N,MORTGAGE,58560
N,MORTGAGE,58600
N,RENT,28000
N,MORTGAGE,58608
N,MORTGAGE,52650
Y,RENT,30000
N,MORTGAGE,52704
Y,MORTGAGE,58750
N,RENT,50700
N,MORTGAGE,58800
N,RENT,14400
N,RENT,15500
N,RENT,16000
N,MORTGAGE,58800
Y,RENT,19200
N,MORTGAGE,58896
Y,RENT,19200
N,MORTGAGE,58900
N,RENT,19800
N,MORTGAGE,58951
N,RENT,20000
N,RENT,20000
N,MORTGAGE,59000
N,MORTGAGE,59000
Y,RENT,20000
N,MORTGAGE,59000
N,MORTGAGE,53000
N,MORTGAGE,59000
N,MORTGAGE,59000
Y,RENT,21000
N,MORTGAGE,59000
N,MORTGAGE,59000
N,MORTGAGE,59000
N,MORTGAGE,59000
N,MORTGAGE,53000
N,MORTGAGE,59000
N,RENT,21600
N,MORTGAGE,53000
N,MORTGAGE,59000
N,MORTGAGE,53000
Y,RENT,21996
N,RENT,22100
N,MORTGAGE,59000
N,MORTGAGE,53000
N,RENT,23000
Y,RENT,23000
N,RENT,23148
N,RENT,23400
N,MORTGAGE,59000
N,RENT,24000
N,MORTGAGE,59000
N,OWN,59000
N,RENT,24000
N,MORTGAGE,59000
N,MORTGAGE,59000
N,MORTGAGE,59000
N,RENT,25000
N,RENT,25000
N,RENT,25000
N,MORTGAGE,59000
Y,RENT,25000
N,RENT,25000
N,MORTGAGE,59000
N,MORTGAGE,59000
N,OWN,59004
N,RENT,25200
N,MORTGAGE,59020
N,RENT,26000
N,RENT,26000
N,RENT,27000
N,RENT,27000
N,RENT,27024
Y,RENT,27996
N,MORTGAGE,59393
N,MORTGAGE,59400
N,MORTGAGE,59436
Y,RENT,28000
N,MORTGAGE,59500
N,MORTGAGE,59500
N,MORTGAGE,59500
N,RENT,28000
N,RENT,28000
N,RENT,28000
N,RENT,28000
N,MORTGAGE,59600
Y,MORTGAGE,59650
Y,RENT,28590
N,MORTGAGE,59700
N,MORTGAGE,59760
N,MORTGAGE,53774
N,RENT,28800
N,MORTGAGE,59796
Y,MORTGAGE,59800
Y,RENT,28800
N,MORTGAGE,53826
N,RENT,28800
N,OWN,59928
Y,MORTGAGE,53950
N,MORTGAGE,59959
Y,RENT,28800
N,RENT,28800
N,RENT,30000
N,RENT,30000
Y,RENT,30000
Y,RENT,30000
N,RENT,30000
N,MORTGAGE,54000
N,RENT,30000
N,MORTGAGE,60000
N,RENT,30000
N,MORTGAGE,60000
N,RENT,30000
N,RENT,30000
N,RENT,30000
Y,RENT,30000
N,MORTGAGE,60000
N,MORTGAGE,60000
Y,RENT,30000
N,RENT,30000
N,MORTGAGE,60000
Y,RENT,30000
N,RENT,30000
N,RENT,30000
N,RENT,30000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,RENT,30000
N,MORTGAGE,60000
N,RENT,30000
N,RENT,30188
N,RENT,30996
Y,MORTGAGE,60000
N,MORTGAGE,60000
Y,RENT,31000
N,MORTGAGE,60000
N,RENT,31200
N,RENT,31200
Y,RENT,31416
N,MORTGAGE,54000
N,MORTGAGE,60000
Y,OWN,60000
N,RENT,32000
N,MORTGAGE,60000
N,RENT,32400
Y,RENT,33000
N,MORTGAGE,60000
Y,MORTGAGE,54000
N,RENT,33996
N,RENT,34000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,RENT,29000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,RENT,35000
N,RENT,35000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,RENT,35000
N,RENT,35000
N,OWN,60000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,RENT,29000
N,RENT,29000
N,MORTGAGE,60000
N,RENT,35000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,RENT,35000
N,MORTGAGE,60000
N,RENT,35004
Y,RENT,29570
N,MORTGAGE,60000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,RENT,30000
N,RENT,36000
N,RENT,30000
N,OWN,60000
N,MORTGAGE,60000
N,RENT,36000
Y,RENT,30000
N,OWN,60000
N,MORTGAGE,60000
N,RENT,36000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,MORTGAGE,60000
Y,MORTGAGE,60000
N,RENT,36000
N,MORTGAGE,60000
N,MORTGAGE,60000
N,RENT,36903
N,RENT,30996
N,MORTGAGE,60000
N,RENT,37000
N,MORTGAGE,60000
N,OWN,60000
