person_home_ownership,person_income,loan_int_rate
MORTGAGE,44400,12.99
OWN,50400,15.99
MORTGAGE,50400,10.99
MORTGAGE,50400,7.42
RENT,90000,7.88
RENT,90000,10.25
RENT,79650,16.35
RENT,92000,12.42
RENT,81000,7.51
MORTGAGE,50400,9.62
MORTGAGE,50400,14.09
MORTGAGE,50400,7.14
RENT,95000,10.99
RENT,95000,10.99
OWN,50400,14.59
OWN,50400,10.62
RENT,96000,6.99
RENT,96500,7.66
RENT,98000,10.99
RENT,100000,5.42
OWN,50460,13.49
MORTGAGE,50496,11.99
RENT,100000,11.99
RENT,100000,12.98
RENT,100000,14.42
RENT,92000,15.58
RENT,105000,9.99
OWN,50500,11.83
RENT,93000,8.94
RENT,105500,11.99
RENT,95000,16.49
OWN,50508,10.83
RENT,110000,
OWN,50600,7.51
MORTGAGE,50648,6.76
MORTGAGE,50700,8.9
RENT,120000,10.99
RENT,120000,9.88
RENT,125000,12.53
RENT,140000,11.36
RENT,150000,13.48
MORTGAGE,50750,9.63
RENT,38000,10.99
RENT,42000,9.63
MORTGAGE,50900,
RENT,60000,
RENT,50000,10.0
OWN,50988,9.99
OWN,51000,7.9
RENT,19200,11.46
RENT,35713,11.03
MORTGAGE,45000,14.27
RENT,77385,5.99
MORTGAGE,51000,6.03
MORTGAGE,51000,6.03
RENT,19200,19.82
MORTGAGE,51000,9.99
RENT,20000,5.99
OWN,51000,5.42
RENT,26000,14.11
MORTGAGE,51000,8.49
RENT,29004,15.23
RENT,30000,
MORTGAGE,51000,
RENT,39996,13.79
RENT,40000,12.69
RENT,42500,13.92
RENT,45000,13.79
MORTGAGE,51000,7.49
MORTGAGE,51000,5.99
RENT,46200,12.42
RENT,50606,
MORTGAGE,51000,6.99
MORTGAGE,51000,13.99
MORTGAGE,51000,7.49
RENT,46000,
RENT,56000,8.49
RENT,60000,10.65
MORTGAGE,51000,7.29
MORTGAGE,51000,7.29
MORTGAGE,45000,10.74
RENT,65000,
MORTGAGE,51000,16.4
RENT,65000,8.9
RENT,69000,7.88
MORTGAGE,51000,5.79
MORTGAGE,51000,6.17
RENT,72000,5.99
MORTGAGE,51000,12.23
RENT,45000,11.54
RENT,63250,10.99
MORTGAGE,51000,11.12
MORTGAGE,51000,7.14
RENT,14898,15.27
RENT,16000,9.91
OWN,51000,7.14
RENT,19200,7.51
RENT,19200,15.31
OWN,51000,10.75
RENT,19250,16.82
MORTGAGE,51000,13.48
RENT,20000,
RENT,21000,13.85
RENT,23000,13.48
RENT,23000,12.73
MORTGAGE,51000,7.88
MORTGAGE,51000,13.11
RENT,24000,13.72
RENT,24000,12.53
RENT,26000,6.91
MORTGAGE,51000,7.88
RENT,27000,15.99
RENT,55000,6.91
MORTGAGE,51000,7.14
RENT,55000,7.88
MORTGAGE,51000,10.99
OWN,51000,15.31
MORTGAGE,51000,7.74
RENT,56000,11.36
MORTGAGE,45000,15.31
RENT,56000,8.59
MORTGAGE,51000,8.94
RENT,56000,9.07
RENT,50000,15.57
RENT,56004,14.22
RENT,57960,13.04
RENT,52000,13.85
MORTGAGE,51000,10.96
RENT,60000,13.49
MORTGAGE,51024,12.99
MORTGAGE,51036,13.16
RENT,60000,14.65
RENT,60000,6.03
MORTGAGE,51072,10.95
RENT,54000,20.89
MORTGAGE,51168,10.99
RENT,54000,15.99
RENT,60000,15.62
RENT,60000,6.92
RENT,60000,5.79
RENT,60000,6.91
MORTGAGE,51300,5.99
RENT,60000,9.25
RENT,60000,6.54
OWN,51300,15.31
RENT,60000,10.36
MORTGAGE,51319,10.37
RENT,60000,6.91
RENT,60000,9.99
RENT,54000,14.96
RENT,60000,7.88
RENT,54000,14.96
RENT,60000,9.32
RENT,60140,8.59
MORTGAGE,51480,7.88
MORTGAGE,51480,11.83
MORTGAGE,45480,13.16
MORTGAGE,51492,10.38
RENT,60500,12.84
OWN,51500,6.92
MORTGAGE,51500,5.79
RENT,62000,9.91
MORTGAGE,51500,
MORTGAGE,51500,15.21
MORTGAGE,51500,7.51
MORTGAGE,51500,9.88
RENT,62000,7.49
RENT,62100,
MORTGAGE,51600,10.65
RENT,63000,14.84
RENT,64000,5.79
MORTGAGE,51600,10.59
MORTGAGE,51600,10.59
RENT,64600,11.86
RENT,64800,12.73
RENT,65000,14.27
MORTGAGE,51600,12.98
RENT,65000,15.99
OWN,51600,
RENT,65000,12.99
OWN,51600,9.88
OWN,51600,12.87
RENT,65000,
RENT,65000,10.75
MORTGAGE,51669,10.37
MORTGAGE,51684,15.99
OWN,51700,7.51
MORTGAGE,51800,11.71
MORTGAGE,51800,9.99
RENT,65000,11.83
MORTGAGE,51852,8.59
RENT,65000,10.71
RENT,65000,
MORTGAGE,51900,11.49
RENT,66000,7.66
MORTGAGE,51992,13.98
RENT,66000,9.99
MORTGAGE,51996,7.49
RENT,66000,11.49
RENT,60000,7.51
MORTGAGE,51996,8.49
MORTGAGE,51996,8.49
MORTGAGE,51996,6.92
MORTGAGE,51996,10.74
RENT,67000,8.94
MORTGAGE,45996,12.68
RENT,67550,8.9
RENT,67752,6.62
OWN,51996,12.98
RENT,68700,12.53
RENT,69500,10.78
RENT,54400,
MORTGAGE,51996,
RENT,70000,13.79
MORTGAGE,51996,7.88
RENT,70356,7.29
OWN,51996,10.75
MORTGAGE,51996,7.14
RENT,72000,7.9
RENT,72000,13.11
RENT,72000,9.32
RENT,66348,17.04
MORTGAGE,45996,13.16
RENT,72700,14.84
MORTGAGE,51996,9.7
RENT,75000,6.0
RENT,75000,8.9
RENT,75000,7.49
RENT,75000,10.74
MORTGAGE,46000,12.69
RENT,75000,10.99
MORTGAGE,52000,6.62
RENT,75800,6.54
RENT,76000,11.12
MORTGAGE,52000,7.9
RENT,78300,6.03
MORTGAGE,52000,11.71
RENT,79000,12.54
RENT,80000,6.62
RENT,74000,6.03
RENT,80000,7.51
RENT,80000,7.14
RENT,80400,10.65
MORTGAGE,52000,10.65
OWN,52000,
RENT,82000,10.0
MORTGAGE,52000,10.65
RENT,76000,14.96
MORTGAGE,52000,7.51
RENT,83000,13.49
MORTGAGE,52000,8.9
OWN,52000,12.42
MORTGAGE,52000,8.9
OWN,52000,8.9
MORTGAGE,52000,
RENT,83236,6.92
MORTGAGE,52000,7.9
RENT,66300,9.25
MORTGAGE,52000,15.62
MORTGAGE,52000,
MORTGAGE,52000,5.99
MORTGAGE,52000,10.99
RENT,85000,12.42
RENT,27311,12.87
MORTGAGE,52000,8.49
RENT,28500,14.84
RENT,29000,10.99
RENT,29100,16.07
RENT,29120,15.96
MORTGAGE,46000,9.99
MORTGAGE,46000,15.99
MORTGAGE,46000,10.99
RENT,38400,8.9
OWN,52000,8.49
RENT,54000,6.99
RENT,12624,13.85
RENT,30000,11.71
RENT,90000,13.99
RENT,90000,8.88
MORTGAGE,46000,12.99
MORTGAGE,52000,13.99
MORTGAGE,52000,12.99
RENT,90000,13.16
RENT,95000,6.99
RENT,70550,15.88
RENT,96000,9.91
RENT,97000,7.91
RENT,99100,7.49
RENT,100840,9.99
MORTGAGE,52000,5.79
RENT,105000,7.74
RENT,110000,7.51
MORTGAGE,52000,7.66
MORTGAGE,52000,10.0
RENT,111000,8.0
MORTGAGE,52000,7.29
RENT,115200,7.66
MORTGAGE,52000,10.74
MORTGAGE,52000,13.06
OWN,52000,15.65
RENT,118000,8.49
MORTGAGE,52000,10.74
RENT,120000,10.75
MORTGAGE,52000,7.66
MORTGAGE,52000,6.17
RENT,150000,9.63
RENT,28000,12.29
MORTGAGE,52000,9.62
RENT,25000,14.42
RENT,30000,14.35
OWN,52000,14.09
RENT,30000,13.22
RENT,37000,10.99
RENT,42504,6.99
MORTGAGE,46000,14.83
RENT,50724,15.96
MORTGAGE,52000,13.98
MORTGAGE,46000,7.88
MORTGAGE,52000,7.88
MORTGAGE,52000,14.35
RENT,54503,7.51
RENT,58650,14.91
RENT,84000,7.88
RENT,25000,8.9
RENT,55000,10.65
RENT,60200,7.51
RENT,74415,12.92
RENT,32000,10.74
RENT,44000,
OWN,52000,10.75
MORTGAGE,52000,
RENT,18000,
RENT,20000,10.99
MORTGAGE,52000,13.85
RENT,21000,11.89
MORTGAGE,52000,9.88
RENT,21600,14.79
MORTGAGE,52000,14.22
MORTGAGE,52000,9.88
MORTGAGE,52000,6.76
OWN,52000,10.62
MORTGAGE,52000,14.59
RENT,24000,11.36
MORTGAGE,52000,7.51
MORTGAGE,52000,11.36
MORTGAGE,52000,10.99
RENT,24000,12.53
RENT,25000,14.09
MORTGAGE,52000,6.76
MORTGAGE,52000,7.88
RENT,25596,9.99
MORTGAGE,52000,10.99
OWN,46000,16.7
MORTGAGE,46000,12.53
OWN,52000,11.14
OWN,52000,7.4
RENT,28000,7.51
RENT,30000,10.99
RENT,30000,13.85
MORTGAGE,52000,7.05
RENT,31000,8.32
RENT,32000,14.22
RENT,32000,7.88
RENT,32200,11.83
RENT,33000,6.17
RENT,33000,7.51
MORTGAGE,46000,12.53
RENT,35000,12.68
MORTGAGE,52000,8.59
MORTGAGE,52000,12.87
RENT,36000,
MORTGAGE,46000,19.16
RENT,38000,11.34
MORTGAGE,52000,11.89
MORTGAGE,52000,9.32
MORTGAGE,52000,9.63
MORTGAGE,52000,13.47
OWN,52000,13.16
RENT,34000,13.22
MORTGAGE,52000,10.51
RENT,40000,11.89
RENT,40100,
RENT,40116,5.79
MORTGAGE,52000,8.32
MORTGAGE,52000,11.34
RENT,35325,15.95
RENT,42000,11.71
RENT,42000,13.49
RENT,36000,17.49
RENT,42000,5.99
RENT,42000,10.37
MORTGAGE,52160,11.89
MORTGAGE,52176,10.59
RENT,43000,12.73
MORTGAGE,52250,13.35
RENT,44724,10.96
RENT,45000,10.74
RENT,45600,10.99
MORTGAGE,46320,12.86
MORTGAGE,52360,16.49
MORTGAGE,46500,12.69
MORTGAGE,52500,10.65
RENT,45012,13.99
MORTGAGE,52500,15.23
MORTGAGE,46500,7.49
RENT,53000,10.65
RENT,55404,13.98
RENT,59000,10.95
MORTGAGE,52500,9.63
MORTGAGE,52500,5.79
RENT,60000,9.25
MORTGAGE,52500,7.88
RENT,62467,
RENT,63211,11.86
RENT,66000,10.25
MORTGAGE,52584,14.54
MORTGAGE,46645,12.69
RENT,70000,13.23
RENT,72600,7.74
RENT,73000,
MORTGAGE,52700,7.4
MORTGAGE,52700,9.63
MORTGAGE,52704,8.94
MORTGAGE,52739,9.38
MORTGAGE,52780,7.51
RENT,75000,13.57
MORTGAGE,52800,11.71
RENT,80000,7.51
RENT,84000,
RENT,84000,11.89
MORTGAGE,52800,7.9
RENT,85296,12.98
MORTGAGE,46800,5.42
MORTGAGE,52800,10.99
OWN,52800,17.49
RENT,91700,9.88
RENT,92000,8.0
OWN,52800,6.99
RENT,95000,8.49
MORTGAGE,52800,6.76
MORTGAGE,52800,6.76
MORTGAGE,52800,7.88
MORTGAGE,52800,13.98
RENT,47000,10.65
RENT,45000,8.0
RENT,86000,6.99
RENT,21600,12.68
MORTGAGE,46800,12.87
RENT,21888,11.11
RENT,29000,
RENT,30000,13.06
RENT,30004,10.33
RENT,34800,7.49
RENT,35000,8.59
RENT,36000,11.49
OWN,53000,9.91
RENT,39000,
MORTGAGE,53000,6.62
RENT,41000,13.85
RENT,41000,8.0
RENT,42000,10.65
RENT,41838,16.89
RENT,48000,11.11
OWN,53000,9.91
RENT,52000,7.49
MORTGAGE,53000,6.03
MORTGAGE,47000,6.62
MORTGAGE,53000,15.27
RENT,52000,
OWN,53000,7.51
MORTGAGE,53000,14.65
RENT,54000,11.97
RENT,60000,10.59
MORTGAGE,53000,7.51
RENT,60000,10.99
MORTGAGE,53000,6.03
RENT,64000,8.9
MORTGAGE,53000,5.99
MORTGAGE,53000,7.49
RENT,70000,12.84
OWN,53000,9.99
RENT,97000,
RENT,101877,10.99
MORTGAGE,53000,13.49
MORTGAGE,53000,
MORTGAGE,53000,14.79
RENT,13200,8.63
RENT,16800,6.03
RENT,28000,13.06
MORTGAGE,47000,10.37
RENT,28000,12.92
MORTGAGE,53000,6.92
MORTGAGE,53000,5.42
RENT,50000,11.22
MORTGAGE,53000,14.91
RENT,57100,11.22
RENT,34000,8.9
RENT,56000,12.69
MORTGAGE,53000,13.8
RENT,72321,
RENT,12000,7.66
RENT,21600,6.92
RENT,24996,13.8
MORTGAGE,53000,14.46
MORTGAGE,53000,
RENT,27600,15.31
RENT,36050,14.11
MORTGAGE,53000,16.82
RENT,48000,11.99
RENT,72204,13.47
MORTGAGE,53000,7.88
RENT,85000,15.23
MORTGAGE,47000,14.35
MORTGAGE,53000,7.14
OWN,53000,11.36
MORTGAGE,53000,16.07
RENT,70000,6.62
RENT,41000,5.99
RENT,42000,17.27
RENT,75000,7.9
OWN,53000,10.25
OWN,53000,7.51
RENT,27600,8.9
OWN,53000,10.62
RENT,27800,8.49
OWN,53000,6.76
RENT,28800,9.63
RENT,29120,10.59
MORTGAGE,53000,17.39
RENT,30500,21.74
RENT,37000,7.14
MORTGAGE,53000,7.4
MORTGAGE,53000,11.14
MORTGAGE,53000,12.53
RENT,31500,14.11
RENT,38112,7.68
MORTGAGE,53000,14.42
RENT,41196,11.59
RENT,45000,5.79
MORTGAGE,53000,13.67
RENT,46000,15.65
RENT,46852,10.65
MORTGAGE,53000,10.39
RENT,53000,9.91
MORTGAGE,53000,13.24
MORTGAGE,53004,10.65
MORTGAGE,53004,5.42
MORTGAGE,53004,10.0
RENT,54000,10.59
MORTGAGE,53004,5.79
MORTGAGE,53004,10.36
OWN,53004,10.75
RENT,48000,6.54
MORTGAGE,53004,13.79
RENT,55000,11.49
RENT,55000,11.99
RENT,60000,7.51
RENT,65700,10.37
OWN,53100,7.9
RENT,68004,8.49
MORTGAGE,53124,13.61
MORTGAGE,47148,7.49
MORTGAGE,53155,6.76
MORTGAGE,53160,7.49
MORTGAGE,53184,10.99
RENT,70000,5.42
RENT,77182,13.22
RENT,96050,14.61
RENT,25000,9.91
RENT,53000,10.59
RENT,80000,6.99
MORTGAGE,47360,14.61
RENT,29361,
OWN,53400,10.99
RENT,31000,14.42
OWN,53481,6.03
RENT,70000,13.72
MORTGAGE,53500,9.62
RENT,20000,10.99
RENT,24000,
RENT,24000,10.95
RENT,25000,12.84
RENT,26400,10.37
RENT,28000,14.75
RENT,29000,
RENT,29120,16.29
RENT,30000,6.99
MORTGAGE,53595,7.88
RENT,30000,15.99
RENT,30000,
RENT,30000,
MORTGAGE,53664,10.75
MORTGAGE,53684,15.65
RENT,30000,16.0
MORTGAGE,53724,6.03
MORTGAGE,53742,5.79
RENT,30500,11.49
RENT,31200,7.51
MORTGAGE,53800,10.99
MORTGAGE,47800,10.95
MORTGAGE,53808,8.9
RENT,31224,9.32
MORTGAGE,53832,12.87
MORTGAGE,53851,10.0
MORTGAGE,53876,14.72
MORTGAGE,53913,5.99
OWN,53947,9.62
MORTGAGE,53976,10.74
RENT,31836,14.35
MORTGAGE,54000,6.03
RENT,32000,8.9
RENT,33000,9.99
RENT,34200,17.49
MORTGAGE,54000,6.62
RENT,35000,12.69
RENT,29000,15.95
MORTGAGE,54000,6.62
RENT,35000,
MORTGAGE,54000,6.62
MORTGAGE,54000,12.42
RENT,36000,5.99
RENT,37000,
MORTGAGE,54000,6.03
RENT,37850,9.88
MORTGAGE,54000,6.62
OWN,54000,
MORTGAGE,54000,10.65
MORTGAGE,54000,12.42
RENT,38000,7.88
RENT,39500,10.36
RENT,41508,14.79
OWN,54000,
RENT,38000,20.62
MORTGAGE,54000,18.64
RENT,46000,9.67
RENT,46300,
MORTGAGE,54000,11.99
MORTGAGE,54000,9.99
MORTGAGE,48000,5.99
MORTGAGE,54000,5.42
MORTGAGE,48000,15.99
MORTGAGE,54000,10.59
RENT,48000,13.47
MORTGAGE,54000,5.42
RENT,50000,9.91
MORTGAGE,48000,8.49
RENT,50000,20.2
MORTGAGE,54000,7.49
MORTGAGE,48000,15.62
RENT,50000,6.91
MORTGAGE,54000,10.99
RENT,55000,10.71
MORTGAGE,54000,15.62
RENT,49200,
OWN,54000,10.99
MORTGAGE,54000,16.49
MORTGAGE,54000,7.49
MORTGAGE,54000,10.99
RENT,60000,
MORTGAGE,54000,10.99
RENT,62502,11.71
RENT,62758,8.49
MORTGAGE,54000,5.42
MORTGAGE,54000,5.42
MORTGAGE,54000,5.42
RENT,65000,10.65
RENT,65000,9.99
MORTGAGE,54000,5.42
RENT,70000,17.49
MORTGAGE,54000,10.0
MORTGAGE,54000,6.92
RENT,71500,13.11
RENT,72000,6.91
MORTGAGE,54000,5.79
RENT,75000,15.99
RENT,69000,16.4
MORTGAGE,54000,5.42
MORTGAGE,54000,11.11
RENT,75000,10.36
RENT,76800,7.51
MORTGAGE,54000,6.92
MORTGAGE,54000,11.11
RENT,80000,7.49
OWN,54000,10.74
MORTGAGE,54000,9.62
RENT,93500,13.23
RENT,110000,9.32
MORTGAGE,54000,6.17
RENT,110500,13.67
RENT,112000,6.62
MORTGAGE,54000,9.99
MORTGAGE,54000,12.23
MORTGAGE,48000,14.83
RENT,77500,10.99
MORTGAGE,54000,9.99
MORTGAGE,54000,8.88
RENT,74000,20.3
MORTGAGE,48000,7.14
RENT,87360,12.99
MORTGAGE,54000,11.86
MORTGAGE,54000,13.98
RENT,124000,6.03
RENT,24000,5.42
RENT,37000,7.49
RENT,73000,10.99
RENT,42000,
RENT,47000,10.65
RENT,57000,
MORTGAGE,54000,11.49
RENT,60000,7.14
RENT,80266,11.86
MORTGAGE,54000,13.61
RENT,28000,9.99
RENT,33000,17.56
RENT,47480,9.88
RENT,58000,7.66
OWN,54000,7.51
MORTGAGE,48000,14.59
MORTGAGE,54000,7.51
MORTGAGE,54000,
MORTGAGE,54000,9.88
RENT,25000,11.71
MORTGAGE,54000,7.88
RENT,34000,15.99
RENT,78000,9.62
MORTGAGE,48000,10.25
MORTGAGE,54000,
MORTGAGE,54000,7.88
RENT,25000,13.85
OWN,54000,13.11
MORTGAGE,54000,7.51
RENT,25000,12.87
RENT,26004,6.92
OWN,54000,10.99
MORTGAGE,54000,7.51
OWN,54000,11.83
MORTGAGE,54000,8.59
RENT,26400,14.84
MORTGAGE,54000,7.05
RENT,26400,7.4
RENT,27000,13.79
MORTGAGE,54000,11.14
RENT,27600,5.99
MORTGAGE,54000,7.05
MORTGAGE,54000,8.94
RENT,27600,15.62
MORTGAGE,48000,16.0
MORTGAGE,54000,
MORTGAGE,54000,8.94
RENT,27600,9.76
RENT,28000,10.62
MORTGAGE,54000,
RENT,28038,7.88
OWN,54000,14.42
RENT,28500,10.0
RENT,28608,6.92
MORTGAGE,54000,9.63
RENT,28685,12.73
RENT,28800,5.42
RENT,28800,7.49
RENT,30000,12.69
RENT,30000,8.9
RENT,30000,10.99
MORTGAGE,54036,11.36
RENT,30000,16.49
OWN,54080,7.51
MORTGAGE,54080,8.63
RENT,30000,9.62
RENT,30000,10.62
MORTGAGE,54200,7.49
RENT,30000,7.74
RENT,30000,17.58
MORTGAGE,54252,6.39
RENT,30000,10.71
MORTGAGE,54300,6.92
RENT,30600,7.29
RENT,30996,16.63
RENT,31000,7.51
RENT,31000,
RENT,31200,7.88
RENT,31221,11.83
RENT,32000,11.49
MORTGAGE,54400,
MORTGAGE,54400,7.66
MORTGAGE,48442,15.7
MORTGAGE,54499,9.63
MORTGAGE,54500,10.59
RENT,32000,14.26
RENT,32340,6.62
RENT,32400,13.98
RENT,32769,7.29
MORTGAGE,54528,8.94
MORTGAGE,54566,12.53
OWN,54578,12.18
RENT,33000,6.62
RENT,33000,7.9
RENT,33000,13.61
MORTGAGE,48600,12.42
MORTGAGE,54600,
MORTGAGE,48600,
RENT,33000,
RENT,33198,14.27
RENT,33600,13.61
RENT,33996,8.0
RENT,33996,13.16
RENT,34482,10.99
RENT,34800,11.99
RENT,34800,13.61
OWN,54800,
RENT,35000,12.69
MORTGAGE,54828,16.82
RENT,35000,6.03
OWN,54870,8.59
MORTGAGE,54900,10.99
MORTGAGE,48902,15.23
RENT,35000,5.99
RENT,35000,10.99
MORTGAGE,54960,6.03
RENT,35000,10.99
MORTGAGE,54996,12.42
RENT,35000,8.94
MORTGAGE,54996,11.49
RENT,35000,11.34
RENT,29000,12.61
MORTGAGE,54996,10.59
RENT,35350,9.99
MORTGAGE,54996,5.99
RENT,29654,14.22
RENT,36000,6.03
RENT,36000,7.9
RENT,36000,10.65
RENT,36000,9.99
MORTGAGE,54996,
MORTGAGE,54996,9.63
OWN,54996,10.37
RENT,30000,
RENT,36000,8.94
RENT,36120,14.22
RENT,31000,
RENT,37000,9.99
RENT,37000,7.51
MORTGAGE,54996,10.75
RENT,37000,10.95
RENT,37200,12.42
RENT,37200,7.14
MORTGAGE,48996,15.58
RENT,37200,10.99
MORTGAGE,54996,14.35
MORTGAGE,48996,9.88
RENT,37500,12.69
RENT,37740,
MORTGAGE,54996,8.94
RENT,32000,
RENT,38000,7.51
RENT,38400,9.99
RENT,38500,11.14
RENT,39600,14.96
RENT,39996,9.63
OTHER,48996,14.11
OWN,54996,11.26
MORTGAGE,54996,10.83
RENT,39996,13.11
RENT,40000,10.65
RENT,40000,7.9
RENT,40000,11.99
RENT,40000,11.11
RENT,40000,14.46
RENT,40000,7.88
RENT,40000,11.14
MORTGAGE,55000,11.71
RENT,40000,8.94
RENT,34000,17.04
MORTGAGE,55000,11.71
MORTGAGE,55000,7.51
RENT,40000,11.58
RENT,40000,11.34
RENT,40040,13.23
RENT,34320,18.3
MORTGAGE,55000,9.91
MORTGAGE,55000,15.27
RENT,40800,11.86
RENT,41000,5.79
MORTGAGE,55000,16.77
MORTGAGE,55000,
MORTGAGE,55000,11.71
MORTGAGE,55000,13.49
RENT,35000,18.09
MORTGAGE,55000,8.9
MORTGAGE,55000,8.9
RENT,41000,12.53
MORTGAGE,55000,6.03
MORTGAGE,55000,13.49
MORTGAGE,55000,9.91
RENT,42000,14.27
MORTGAGE,55000,11.71
RENT,42000,
MORTGAGE,55000,6.03
RENT,42000,12.68
MORTGAGE,55000,7.51
RENT,42000,5.79
MORTGAGE,55000,7.9
MORTGAGE,55000,16.77
RENT,36000,13.98
MORTGAGE,55000,
RENT,42000,13.61
RENT,36000,14.96
RENT,42000,7.88
MORTGAGE,55000,9.91
RENT,42000,8.63
MORTGAGE,55000,6.62
RENT,36614,9.99
MORTGAGE,55000,8.49
MORTGAGE,55000,9.91
RENT,43000,9.99
RENT,43000,
MORTGAGE,49000,11.99
MORTGAGE,55000,10.99
MORTGAGE,55000,11.49
MORTGAGE,55000,10.59
RENT,43000,7.29
MORTGAGE,55000,5.42
RENT,37200,7.9
OWN,55000,11.99
OWN,55000,13.49
MORTGAGE,49000,17.99
MORTGAGE,55000,15.99
OWN,55000,10.99
MORTGAGE,55000,7.49
MORTGAGE,55000,7.49
RENT,44500,8.0
RENT,45000,8.9
RENT,39000,8.9
MORTGAGE,55000,7.49
MORTGAGE,55000,8.49
MORTGAGE,49000,
RENT,39000,16.77
RENT,45000,7.51
MORTGAGE,55000,5.99
MORTGAGE,55000,7.49
MORTGAGE,49000,11.99
MORTGAGE,55000,13.49
MORTGAGE,55000,15.23
RENT,45000,7.51
MORTGAGE,55000,5.42
RENT,45000,10.99
MORTGAGE,55000,13.49
RENT,45000,5.42
OWN,55000,16.49
RENT,39000,14.42
RENT,45600,9.99
RENT,46000,8.49
RENT,46000,10.25
RENT,46000,7.4
MORTGAGE,55000,9.67
MORTGAGE,55000,
RENT,46000,9.07
RENT,46800,8.63
MORTGAGE,55000,5.42
RENT,47000,6.62
MORTGAGE,55000,8.49
MORTGAGE,55000,11.49
RENT,47000,6.54
OWN,55000,15.23
MORTGAGE,55000,7.49
RENT,47000,14.96
MORTGAGE,55000,7.49
MORTGAGE,55000,13.99
RENT,41500,15.7
RENT,48000,12.69
RENT,48000,5.79
RENT,48000,8.94
RENT,48000,9.63
MORTGAGE,55000,11.11
RENT,48226,7.9
RENT,49500,
RENT,50000,15.27
MORTGAGE,55000,
RENT,50000,11.71
MORTGAGE,55000,7.29
MORTGAGE,55000,7.66
RENT,50000,
MORTGAGE,55000,6.92
RENT,50000,10.37
RENT,50000,7.66
MORTGAGE,55000,10.0
MORTGAGE,55000,9.63
MORTGAGE,55000,5.79
OWN,55000,10.74
RENT,50000,7.51
MORTGAGE,55000,
MORTGAGE,55000,9.99
RENT,50000,9.63
RENT,50000,9.32
MORTGAGE,55000,6.17
MORTGAGE,49000,5.79
RENT,44004,11.46
RENT,50026,
MORTGAGE,55000,6.17
RENT,51000,6.99
RENT,45000,14.96
RENT,51000,12.18
RENT,52000,10.65
MORTGAGE,55000,5.42
RENT,52000,10.59
MORTGAGE,55000,12.98
MORTGAGE,55000,6.54
RENT,52000,7.49
RENT,52000,7.88
MORTGAGE,55000,5.79
RENT,52000,7.74
OWN,55000,5.42
RENT,52000,12.53
OWN,55000,6.91
RENT,52800,17.58
MORTGAGE,55000,6.91
MORTGAGE,49000,16.45
OWN,55000,11.49
RENT,54000,13.61
MORTGAGE,55000,7.88
RENT,54000,13.47
MORTGAGE,55000,11.12
RENT,54008,9.91
RENT,49000,7.49
MORTGAGE,55000,10.75
OWN,55000,10.38
OWN,55000,
MORTGAGE,55000,14.72
RENT,85000,10.74
MORTGAGE,49000,15.21
RENT,89000,10.99
MORTGAGE,55000,7.88
RENT,89000,
MORTGAGE,55000,14.84
RENT,90000,10.65
RENT,90000,13.49
RENT,50000,12.69
MORTGAGE,55000,13.98
RENT,61200,6.99
MORTGAGE,55000,13.23
MORTGAGE,55000,6.76
RENT,85000,7.49
RENT,14400,11.71
MORTGAGE,55000,7.88
RENT,20800,6.91
MORTGAGE,55000,7.51
RENT,21600,10.38
RENT,22000,5.79
RENT,23000,12.69
MORTGAGE,55000,13.85
RENT,25000,12.68
MORTGAGE,55000,10.25
MORTGAGE,55000,10.62
RENT,25200,11.86
OWN,55000,12.73
RENT,27600,9.99
RENT,27600,10.59
MORTGAGE,49000,10.25
MORTGAGE,55000,7.51
MORTGAGE,55000,9.88
RENT,30000,11.71
RENT,30000,8.9
MORTGAGE,55000,13.85
RENT,31700,11.71
RENT,31944,13.79
RENT,32000,5.42
RENT,32004,12.84
MORTGAGE,55000,
RENT,32496,9.51
OWN,55000,14.61
OWN,55000,8.59
RENT,34000,7.9
MORTGAGE,49000,19.82
RENT,34099,12.73
RENT,35000,8.9
MORTGAGE,55000,8.59
MORTGAGE,55000,8.59
MORTGAGE,55000,8.94
OWN,55000,13.57
OWN,55000,7.4
RENT,35000,12.69
RENT,35004,9.99
RENT,35004,
RENT,31000,14.54
MORTGAGE,55000,
RENT,37000,11.34
RENT,37200,7.9
RENT,37245,8.9
RENT,38000,7.9
MORTGAGE,49000,12.18
RENT,38400,9.91
RENT,38896,13.48
RENT,40000,17.58
RENT,40000,18.79
MORTGAGE,55000,12.53
MORTGAGE,55000,8.94
RENT,40000,9.88
MORTGAGE,55000,13.22
RENT,41000,12.53
OWN,55000,9.32
RENT,42000,5.42
OWN,55000,13.16
RENT,42996,8.0
MORTGAGE,55000,8.0
RENT,43200,13.49
MORTGAGE,55000,8.0
MORTGAGE,55000,12.21
RENT,45000,10.65
RENT,45000,9.38
RENT,39000,9.45
RENT,46000,
RENT,48000,12.42
RENT,48000,14.27
RENT,48000,11.71
MORTGAGE,55000,15.68
RENT,48000,12.69
RENT,48000,9.62
MORTGAGE,49000,8.0
RENT,48000,11.36
MORTGAGE,55000,
MORTGAGE,55000,13.79
RENT,49920,13.06
OTHER,55000,9.32
RENT,50000,11.71
RENT,50000,
MORTGAGE,49000,11.28
RENT,50000,8.49
RENT,50000,7.29
RENT,50004,12.84
MORTGAGE,55000,11.34
OTHER,49000,11.34
MORTGAGE,55000,9.2
RENT,52000,12.69
MORTGAGE,55000,8.07
RENT,54600,12.53
